Letterboxd URI,Title,Year,imdb,tmdb
/film/the-hunchback-of-notre-dame-1996/,The Hunchback of Notre Dame,1996,tt0116583,10545
/film/the-fate-of-the-furious/,The Fate of the Furious,2017,tt4630562,337339
/film/wild-strawberries/,Wild Strawberries,1957,tt0050986,614
/film/dancer-in-the-dark/,Dancer in the Dark,2000,tt0168629,16
/film/hotel-transylvania/,Hotel Transylvania,2012,tt0837562,76492
/film/barton-fink/,Barton Fink,1991,tt0101410,290
/film/jurassic-park-iii/,Jurassic Park III,2001,tt0163025,331
/film/the-piano-teacher/,The Piano Teacher,2001,tt0254686,1791
/film/babel-2006/,Babel,2006,tt0449467,1164
/film/tomb-raider/,Tomb Raider,2018,tt1365519,338970
/film/la-dolce-vita/,La Dolce Vita,1960,tt0053779,439
/film/the-fast-and-the-furious-tokyo-drift/,The Fast and the Furious: Tokyo Drift,2006,tt0463985,9615
/film/horrible-bosses/,Horrible Bosses,2011,tt1499658,51540
/film/big-trouble-in-little-china/,Big Trouble in Little China,1986,tt0090728,6978
/film/scream-2/,Scream 2,1997,tt0120082,4233
/film/stoker/,Stoker,2013,tt1682180,86825
/film/extraction-2020/,Extraction,2020,tt8936646,545609
/film/ace-ventura-pet-detective/,Ace Ventura: Pet Detective,1994,tt0109040,3049
/film/batman-robin/,Batman & Robin,1997,tt0118688,415
/film/the-lost-boys/,The Lost Boys,1987,tt0093437,1547
/film/the-village/,The Village,2004,tt0368447,6947
/film/bolt/,Bolt,2008,tt0397892,13053
/film/crawl-2019/,Crawl,2019,tt8364368,511987
/film/friends-with-benefits/,Friends with Benefits,2011,tt1632708,50544
/film/dawn-of-the-dead/,Dawn of the Dead,1978,tt0077402,923
/film/constantine/,Constantine,2005,tt0360486,561
/film/eurovision-song-contest-the-story-of-fire-saga/,Eurovision Song Contest: The Story of Fire Saga,2020,tt8580274,531454
/film/cinderella-2015/,Cinderella,2015,tt1661199,150689
/film/mission-impossible-ii/,Mission: Impossible II,2000,tt0120755,955
/film/over-the-garden-wall-2014/,Over the Garden Wall,2014,tt3718778,61617
/film/blood-simple/,Blood Simple,1984,tt0086979,11368
/film/peter-pan/,Peter Pan,1953,tt0046183,10693
/film/the-babysitter-2017/,The Babysitter,2017,tt4225622,419479
/film/paranormal-activity/,Paranormal Activity,2007,tt1179904,23827
/film/forgetting-sarah-marshall/,Forgetting Sarah Marshall,2008,tt0800039,9870
/film/fast-furious-6/,Fast & Furious 6,2013,tt1905041,82992
/film/roman-holiday/,Roman Holiday,1953,tt0046250,804
/film/all-the-presidents-men/,All the President's Men,1976,tt0074119,891
/film/walk-the-line/,Walk the Line,2005,tt0358273,69
/film/army-of-darkness/,Army of Darkness,1992,tt0106308,766
/film/sixteen-candles/,Sixteen Candles,1984,tt0088128,15144
/film/f9/,F9,2021,tt5433138,385128
/film/frank-2014/,Frank,2014,tt1605717,171372
/film/blood-diamond/,Blood Diamond,2006,tt0450259,1372
/film/manhattan/,Manhattan,1979,tt0079522,696
/film/yes-man/,Yes Man,2008,tt1068680,10201
/film/color-out-of-space/,Color Out of Space,2019,tt5073642,548473
/film/salo-or-the-120-days-of-sodom/,"Salò, or the 120 Days of Sodom",1975,tt0073650,5336
/film/wild-at-heart/,Wild at Heart,1990,tt0100935,483
/film/2-fast-2-furious/,2 Fast 2 Furious,2003,tt0322259,584
/film/blindspotting/,Blindspotting,2018,tt7242142,489930
/film/freaky/,Freaky,2020,tt10919380,551804
/film/the-holy-mountain/,The Holy Mountain,1973,tt0071615,8327
/film/apollo-13/,Apollo 13,1995,tt0112384,568
/film/the-hunt-2020/,The Hunt,2020,tt8244784,514847
/film/ghost-in-the-shell-2017/,Ghost in the Shell,2017,tt1219827,315837
/film/a-woman-under-the-influence/,A Woman Under the Influence,1974,tt0072417,29845
/film/the-prince-of-egypt/,The Prince of Egypt,1998,tt0120794,9837
/film/the-other-guys/,The Other Guys,2010,tt1386588,27581
/film/final-destination/,Final Destination,2000,tt0195714,9532
/film/the-mist/,The Mist,2007,tt0884328,5876
/film/t2-trainspotting/,T2 Trainspotting,2017,tt2763304,180863
/film/high-school-musical-2/,High School Musical 2,2007,tt0810900,13649
/film/closer/,Closer,2004,tt0376541,2288
/film/city-lights/,City Lights,1931,tt0021749,901
/film/the-secret-life-of-pets/,The Secret Life of Pets,2016,tt2709768,328111
/film/blue-jasmine/,Blue Jasmine,2013,tt2334873,160588
/film/the-bourne-supremacy/,The Bourne Supremacy,2004,tt0372183,2502
/film/blade/,Blade,1998,tt0120611,36647
/film/fyre-2019/,Fyre,2019,tt9412098,567860
/film/young-frankenstein/,Young Frankenstein,1974,tt0072431,3034
/film/pitch-perfect-2/,Pitch Perfect 2,2015,tt2848292,254470
/film/all-about-my-mother/,All About My Mother,1999,tt0185125,99
/film/oblivion-2013/,Oblivion,2013,tt1483013,75612
/film/marie-antoinette-2006/,Marie Antoinette,2006,tt0422720,1887
/film/napoleon-dynamite/,Napoleon Dynamite,2004,tt0374900,8193
/film/metropolis/,Metropolis,1927,tt0017136,19
/film/the-twilight-saga-new-moon/,The Twilight Saga: New Moon,2009,tt1259571,18239
/film/the-mummy-1999/,The Mummy,1999,tt0120616,564
/film/how-the-grinch-stole-christmas-2000/,How the Grinch Stole Christmas,2000,tt0170016,8871
/film/anchorman-the-legend-of-ron-burgundy/,Anchorman: The Legend of Ron Burgundy,2004,tt0357413,8699
/film/american-sniper/,American Sniper,2014,tt2179136,190859
/film/brazil/,Brazil,1985,tt0088846,68
/film/in-the-heights/,In the Heights,2021,tt1321510,467909
/film/silence/,Silence,2016,tt0490215,68730
/film/sin-city/,Sin City,2005,tt0401792,187
/film/the-simpsons-movie/,The Simpsons Movie,2007,tt0462538,35
/film/the-apartment/,The Apartment,1960,tt0053604,284
/film/willy-wonka-the-chocolate-factory/,Willy Wonka & the Chocolate Factory,1971,tt0067992,252
/film/the-aviator/,The Aviator,2004,tt0338751,2567
/film/127-hours/,127 Hours,2010,tt1542344,44115
/film/indiana-jones-and-the-kingdom-of-the-crystal-skull/,Indiana Jones and the Kingdom of the Crystal Skull,2008,tt0367882,217
/film/mr-mrs-smith-2005/,Mr. & Mrs. Smith,2005,tt0356910,787
/film/thoroughbreds-2017/,Thoroughbreds,2017,tt5649108,397722
/film/pretty-woman/,Pretty Woman,1990,tt0100405,114
/film/loving-vincent/,Loving Vincent,2017,tt3262342,339877
/film/the-elephant-man/,The Elephant Man,1980,tt0080678,1955
/film/the-jungle-book-2016/,The Jungle Book,2016,tt3040964,278927
/film/videodrome/,Videodrome,1983,tt0086541,837
/film/crimson-peak/,Crimson Peak,2015,tt2554274,201085
/film/who-framed-roger-rabbit/,Who Framed Roger Rabbit,1988,tt0096438,856
/film/the-wolverine/,The Wolverine,2013,tt1430132,76170
/film/million-dollar-baby/,Million Dollar Baby,2004,tt0405159,70
/film/it-comes-at-night/,It Comes at Night,2017,tt4695012,418078
/film/mission-impossible-ghost-protocol/,Mission: Impossible - Ghost Protocol,2011,tt1229238,56292
/film/the-death-of-stalin/,The Death of Stalin,2017,tt4686844,402897
/film/predator/,Predator,1987,tt0093773,106
/film/rain-man/,Rain Man,1988,tt0095953,380
/film/robocop/,RoboCop,1987,tt0093870,5548
/film/star-trek/,Star Trek,2009,tt0796366,13475
/film/ghost-in-the-shell/,Ghost in the Shell,1995,tt0113568,9323
/film/solaris/,Solaris,1972,tt0069293,593
/film/paths-of-glory/,Paths of Glory,1957,tt0050825,975
/film/steve-jobs/,Steve Jobs,2015,tt2080374,321697
/film/the-bourne-identity-2002/,The Bourne Identity,2002,tt0258463,2501
/film/how-to-train-your-dragon-2/,How to Train Your Dragon 2,2014,tt1646971,82702
/film/lawrence-of-arabia/,Lawrence of Arabia,1962,tt0056172,947
/film/the-room/,The Room,2003,tt0368226,17473
/film/the-man-from-uncle/,The Man from U.N.C.L.E.,2015,tt1638355,203801
/film/top-gun/,Top Gun,1986,tt0092099,744
/film/independence-day/,Independence Day,1996,tt0116629,602
/film/sausage-party/,Sausage Party,2016,tt1700841,223702
/film/the-two-popes/,The Two Popes,2019,tt8404614,551332
/film/cloverfield/,Cloverfield,2008,tt1060277,7191
/film/transformers/,Transformers,2007,tt0418279,1858
/film/breathless/,Breathless,1960,tt0053472,269
/film/the-lost-world-jurassic-park/,The Lost World: Jurassic Park,1997,tt0119567,330
/film/super-8/,Super 8,2011,tt1650062,37686
/film/the-princess-and-the-frog/,The Princess and the Frog,2009,tt0780521,10198
/film/y-tu-mama-tambien/,Y Tu Mamá También,2001,tt0245574,1391
/film/shrek-the-third/,Shrek the Third,2007,tt0413267,810
/film/the-king-2019/,The King,2019,tt7984766,504949
/film/night-of-the-living-dead/,Night of the Living Dead,1968,tt0063350,10331
/film/sonic-the-hedgehog/,Sonic the Hedgehog,2020,tt3794354,454626
/film/hush-2016/,Hush,2016,tt5022702,376570
/film/wind-river-2017/,Wind River,2017,tt5362988,395834
/film/cold-war-2018/,Cold War,2018,tt6543652,440298
/film/were-the-millers/,We're the Millers,2013,tt1723121,138832
/film/enter-the-void/,Enter the Void,2009,tt1191111,34647
/film/the-terminal/,The Terminal,2004,tt0362227,594
/film/the-400-blows/,The 400 Blows,1959,tt0053198,147
/film/evil-dead-ii/,Evil Dead II,1987,tt0092991,765
/film/the-matrix-revolutions/,The Matrix Revolutions,2003,tt0242653,605
/film/anomalisa/,Anomalisa,2015,tt2401878,291270
/film/close-encounters-of-the-third-kind/,Close Encounters of the Third Kind,1977,tt0075860,840
/film/insidious/,Insidious,2010,tt1591095,49018
/film/oceans-twelve/,Ocean's Twelve,2004,tt0349903,163
/film/clue/,Clue,1985,tt0088930,15196
/film/the-king-of-staten-island/,The King of Staten Island,2020,tt9686708,579583
/film/la-confidential/,L.A. Confidential,1997,tt0119488,2118
/film/mortal-kombat-2021/,Mortal Kombat,2021,tt0293429,460465
/film/jackie-2016/,Jackie,2016,tt1619029,376866
/film/they-live/,They Live,1988,tt0096256,8337
/film/rashomon/,Rashomon,1950,tt0042876,548
/film/ma-raineys-black-bottom/,Ma Rainey's Black Bottom,2020,tt10514222,615667
/film/shame-2011/,Shame,2011,tt1723811,76025
/film/incendies/,Incendies,2010,tt1255953,46738
/film/a-serious-man/,A Serious Man,2009,tt1019452,12573
/film/chef/,Chef,2014,tt2883512,212778
/film/after-hours/,After Hours,1985,tt0088680,10843
/film/the-interview-2014/,The Interview,2014,tt2788710,228967
/film/nausicaa-of-the-valley-of-the-wind/,Nausicaä of the Valley of the Wind,1984,tt0087544,81
/film/the-skin-i-live-in/,The Skin I Live In,2011,tt1189073,63311
/film/pirates-of-the-caribbean-dead-men-tell-no-tales/,Pirates of the Caribbean: Dead Men Tell No Tales,2017,tt1790809,166426
/film/captain-phillips/,Captain Phillips,2013,tt1535109,109424
/film/bombshell-2019/,Bombshell,2019,tt6394270,525661
/film/some-like-it-hot/,Some Like It Hot,1959,tt0053291,239
/film/submarine/,Submarine,2010,tt1440292,49020
/film/x-men-the-last-stand/,X-Men: The Last Stand,2006,tt0376994,36668
/film/possession/,Possession,1981,tt0082933,21484
/film/the-invitation-2015/,The Invitation,2015,tt2400463,306947
/film/lost-highway/,Lost Highway,1997,tt0116922,638
/film/once-upon-a-time-in-the-west/,Once Upon a Time in the West,1968,tt0064116,335
/film/only-lovers-left-alive/,Only Lovers Left Alive,2013,tt1714915,152603
/film/life-of-pi/,Life of Pi,2012,tt0454876,87827
/film/a-ghost-story-2017/,A Ghost Story,2017,tt6265828,428449
/film/aliens/,Aliens,1986,tt0090605,679
/film/mulan/,Mulan,1998,tt0120762,10674
/film/before-sunset/,Before Sunset,2004,tt0381681,80
/film/city-of-god/,City of God,2002,tt0317248,598
/film/the-terminator/,The Terminator,1984,tt0088247,218
/film/magnolia/,Magnolia,1999,tt0175880,334
/film/inside-llewyn-davis/,Inside Llewyn Davis,2013,tt2042568,86829
/film/being-john-malkovich/,Being John Malkovich,1999,tt0120601,492
/film/punch-drunk-love/,Punch-Drunk Love,2002,tt0272338,8051
/film/mamma-mia/,Mamma Mia!,2008,tt0795421,11631
/film/crazy-rich-asians/,Crazy Rich Asians,2018,tt3104988,455207
/film/akira/,Akira,1988,tt0094625,149
/film/back-to-the-future-part-ii/,Back to the Future Part II,1989,tt0096874,165
/film/the-hangover/,The Hangover,2009,tt1119646,18785
/film/enemy/,Enemy,2013,tt2316411,181886
/film/boogie-nights/,Boogie Nights,1997,tt0118749,4995
/film/how-to-train-your-dragon/,How to Train Your Dragon,2010,tt0892769,10191
/film/about-time/,About Time,2013,tt2194499,122906
/film/the-hobbit-an-unexpected-journey/,The Hobbit: An Unexpected Journey,2012,tt0903624,49051
/film/wreck-it-ralph/,Wreck-It Ralph,2012,tt1772341,82690
/film/the-girl-with-the-dragon-tattoo-2011/,The Girl with the Dragon Tattoo,2011,tt1568346,65754
/film/casino-royale-2006/,Casino Royale,2006,tt0381061,36557
/film/memories-of-murder/,Memories of Murder,2003,tt0353969,11423
/film/the-amazing-spider-man/,The Amazing Spider-Man,2012,tt0948470,1930
/film/the-green-mile/,The Green Mile,1999,tt0120689,497
/film/man-of-steel/,Man of Steel,2013,tt0770828,49521
/film/ready-or-not-2019/,Ready or Not,2019,tt7798634,567609
/film/kikis-delivery-service/,Kiki's Delivery Service,1989,tt0097814,16859
/film/21-jump-street/,21 Jump Street,2012,tt1232829,64688
/film/onward-2020/,Onward,2020,tt7146812,508439
/film/jennifers-body/,Jennifer's Body,2009,tt1131734,19994
/film/godzilla-vs-kong/,Godzilla vs. Kong,2021,tt5034838,399566
/film/suspiria/,Suspiria,1977,tt0076786,11906
/film/the-good-the-bad-and-the-ugly/,"The Good, the Bad and the Ugly",1966,tt0060196,429
/film/easy-a/,Easy A,2010,tt1282140,37735
/film/the-greatest-showman/,The Greatest Showman,2017,tt1485796,316029
/film/spider-man-3/,Spider-Man 3,2007,tt0413300,559
/film/under-the-skin-2013/,Under the Skin,2013,tt1441395,97370
/film/zack-snyders-justice-league/,Zack Snyder's Justice League,2021,tt12361974,791373
/film/grave-of-the-fireflies/,Grave of the Fireflies,1988,tt0095327,12477
/film/stand-by-me/,Stand by Me,1986,tt0092005,235
/film/chungking-express/,Chungking Express,1994,tt0109424,11104
/film/heat-1995/,Heat,1995,tt0113277,949
/film/edge-of-tomorrow/,Edge of Tomorrow,2014,tt1631867,137113
/film/borat-subsequent-moviefilm/,Borat Subsequent Moviefilm,2020,tt13143964,740985
/film/monty-python-and-the-holy-grail/,Monty Python and the Holy Grail,1975,tt0071853,762
/film/you-were-never-really-here/,You Were Never Really Here,2017,tt5742374,398181
/film/aladdin/,Aladdin,1992,tt0103639,812
/film/the-edge-of-seventeen/,The Edge of Seventeen,2016,tt1878870,376660
/film/eraserhead/,Eraserhead,1977,tt0074486,985
/film/the-devil-all-the-time/,The Devil All the Time,2020,tt7395114,499932
/film/the-theory-of-everything-2014/,The Theory of Everything,2014,tt2980516,266856
/film/game-night/,Game Night,2018,tt2704998,445571
/film/jumanji-welcome-to-the-jungle/,Jumanji: Welcome to the Jungle,2017,tt2283362,353486
/film/indiana-jones-and-the-last-crusade/,Indiana Jones and the Last Crusade,1989,tt0097576,89
/film/love-simon/,"Love, Simon",2018,tt5164432,449176
/film/jackie-brown/,Jackie Brown,1997,tt0119396,184
/film/do-the-right-thing/,Do the Right Thing,1989,tt0097216,925
/film/the-babadook/,The Babadook,2014,tt2321549,242224
/film/borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan/,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,tt0443453,496
/film/seven-samurai/,Seven Samurai,1954,tt0047478,346
/film/now-you-see-me/,Now You See Me,2013,tt1670345,75656
/film/climax-2018/,Climax,2018,tt8359848,507076
/film/raw-2016/,Raw,2016,tt4954522,393519
/film/justice-league/,Justice League,2017,tt0974015,141052
/film/watchmen/,Watchmen,2009,tt0409459,13183
/film/cars/,Cars,2006,tt0317219,920
/film/heathers/,Heathers,1989,tt0097493,2640
/film/x-men-first-class/,X-Men: First Class,2011,tt1270798,49538
/film/burning-2018/,Burning,2018,tt7282468,491584
/film/carrie-1976/,Carrie,1976,tt0074285,7340
/film/slumdog-millionaire/,Slumdog Millionaire,2008,tt1010048,12405
/film/monsters-university/,Monsters University,2013,tt1453405,62211
/film/the-texas-chain-saw-massacre/,The Texas Chain Saw Massacre,1974,tt0072271,30497
/film/mank/,Mank,2020,tt10618286,614560
/film/when-harry-met-sally/,When Harry Met Sally...,1989,tt0098635,639
/film/first-reformed/,First Reformed,2017,tt6053438,458737
/film/i-care-a-lot/,I Care a Lot,2020,tt9893250,601666
/film/come-and-see/,Come and See,1985,tt0091251,25237
/film/persona/,Persona,1966,tt0060827,797
/film/dazed-and-confused/,Dazed and Confused,1993,tt0106677,9571
/film/the-virgin-suicides/,The Virgin Suicides,1999,tt0159097,1443
/film/the-graduate/,The Graduate,1967,tt0061722,37247
/film/kick-ass/,Kick-Ass,2010,tt1250777,23483
/film/wandavision/,WandaVision,2021,tt9140560,85271
/film/the-tree-of-life-2011/,The Tree of Life,2011,tt0478304,8967
/film/the-rocky-horror-picture-show/,The Rocky Horror Picture Show,1975,tt0073629,36685
/film/the-platform/,The Platform,2019,tt8228288,619264
/film/the-hunger-games-mockingjay-part-1/,The Hunger Games: Mockingjay - Part 1,2014,tt1951265,131631
/film/chinatown/,Chinatown,1974,tt0071315,829
/film/raging-bull/,Raging Bull,1980,tt0081398,1578
/film/almost-famous/,Almost Famous,2000,tt0181875,786
/film/hidden-figures/,Hidden Figures,2016,tt4846340,381284
/film/shoplifters/,Shoplifters,2018,tt8075192,505192
/film/corpse-bride/,Corpse Bride,2005,tt0121164,3933
/film/doctor-sleep/,Doctor Sleep,2019,tt5606664,501170
/film/kong-skull-island/,Kong: Skull Island,2017,tt3731562,293167
/film/hacksaw-ridge/,Hacksaw Ridge,2016,tt2119532,324786
/film/total-recall/,Total Recall,1990,tt0100802,861
/film/three-colors-blue/,Three Colors: Blue,1993,tt0108394,108
/film/happiest-season/,Happiest Season,2020,tt8522006,520172
/film/the-twilight-saga-eclipse/,The Twilight Saga: Eclipse,2010,tt1325004,24021
/film/my-own-private-idaho/,My Own Private Idaho,1991,tt0102494,468
/film/star-trek-into-darkness/,Star Trek Into Darkness,2013,tt1408101,54138
/film/mollys-game/,Molly's Game,2017,tt4209788,396371
/film/poltergeist/,Poltergeist,1982,tt0084516,609
/film/signs/,Signs,2002,tt0286106,2675
/film/50-first-dates/,50 First Dates,2004,tt0343660,1824
/film/once-upon-a-time-in-america/,Once Upon a Time in America,1984,tt0087843,311
/film/the-falcon-and-the-winter-soldier/,The Falcon and the Winter Soldier,2021,tt9208876,88396
/film/coherence/,Coherence,2013,tt2866360,220289
/film/king-kong-2005/,King Kong,2005,tt0360717,254
/film/raising-arizona/,Raising Arizona,1987,tt0093822,378
/film/mulan-2020/,Mulan,2020,tt4566758,337401
/film/scooby-doo/,Scooby-Doo,2002,tt0267913,9637
/film/from-dusk-till-dawn/,From Dusk Till Dawn,1996,tt0116367,755
/film/dracula-1992/,Dracula,1992,tt0103874,6114
/film/pirates-of-the-caribbean-on-stranger-tides/,Pirates of the Caribbean: On Stranger Tides,2011,tt1298650,1865
/film/jumanji-the-next-level/,Jumanji: The Next Level,2019,tt7975244,512200
/film/candyman/,Candyman,1992,tt0103919,9529
/film/x-men-origins-wolverine/,X-Men Origins: Wolverine,2009,tt0458525,2080
/film/darkest-hour/,Darkest Hour,2017,tt4555426,399404
/film/saint-maud/,Saint Maud,2019,tt7557108,575776
/film/let-the-right-one-in/,Let the Right One In,2008,tt1139797,13310
/film/bicycle-thieves/,Bicycle Thieves,1948,tt0040522,5156
/film/battle-royale/,Battle Royale,2000,tt0266308,3176
/film/whats-eating-gilbert-grape/,What's Eating Gilbert Grape,1993,tt0108550,1587
/film/but-im-a-cheerleader/,But I'm a Cheerleader,1999,tt0179116,20770
